_id,INTERSECTION_ID,LINEAR_NAME_FULL_1,LINEAR_NAME_FULL_2,MI_PRINX,OBJECTID,ID,CLIENT_STREET_1,CLIENT_STREET_2,RLC,TCS,NAME,ADDITIONAL_INFO,MAIN,SIDE1,SIDE2,MID_BLOCK,PRIVATE_ACCESS,DISTRICT,WARD_1,WARD_2,WARD_3,WARD_4,POLICE_DIVISION_1,POLICE_DIVISION_2,POLICE_DIVISION_3,ACTIVATION_DATE,geometry
93,13463362,St Clair Ave W,Gunns Rd,93,93,93,ST CLAIR AVE W,GUNNS RD,6106,1404,St Clair Ave W And Gunns Rd / Old Stock Yards Rd @ Home Depot Entrance,None,ST CLAIR AVE W,GUNNS RD,OLD STOCK YARDS RD,None,HOME DEPOT ENTRANCE,Etobicoke York,York South-Weston(5),None,None,None,12,11,None,2017-07-10T00:00:00,"{""coordinates"": [[-79.4711240063789, 43.6717810093395]], ""type"": ""MultiPoint""}"
94,13467505,Spadina Ave,King St W,94,94,94,SPADINA AVE,KING ST W,6107,0273,Spadina Ave And King St W,None,SPADINA AVE,KING ST W,None,None,None,Toronto and East York,Spadina-Fort York(10),None,None,None,14,52,None,2017-11-03T00:00:00,"{""coordinates"": [[-79.3950459963437, 43.6454700030013]], ""type"": ""MultiPoint""}"
95,13444619,Sheppard Ave E,McCowan Rd,95,95,95,SHEPPARD AVE E,MCCOWAN RD,6108,0938,Sheppard Ave E And Mccowan Rd,None,SHEPPARD AVE E,MCCOWAN RD,None,None,None,Scarborough,Scarborough North(23),None,None,None,42,None,None,2017-03-10T00:00:00,"{""coordinates"": [[-79.2588380089157, 43.7896200075726]], ""type"": ""MultiPoint""}"
96,13466241,King St E,Parliament St,96,96,96,KING ST E,PARLIAMENT ST,6109,0245,King St E And Parliament St,None,KING ST E,PARLIAMENT ST,None,None,None,Toronto and East York,Toronto Centre(13),None,None,None,51,None,None,2017-03-10T00:00:00,"{""coordinates"": [[-79.3632450108231, 43.6527289986933]], ""type"": ""MultiPoint""}"
97,13456327,Rexdale Blvd,Martin Grove Rd,97,97,97,REXDALE BLVD,MARTIN GROVE RD,6110,0790,Rexdale Blvd And Martin Grove Rd,None,REXDALE BLVD,MARTIN GROVE RD,None,None,None,Etobicoke York,Etobicoke North(1),None,None,None,23,None,None,2017-04-11T00:00:00,"{""coordinates"": [[-79.581117010177, 43.7138439993169]], ""type"": ""MultiPoint""}"
98,13469998,The Queensway,The East Mall,98,98,98,THE QUEENSWAY,THE EAST MALL,6111,0911,The Queensway And The East Mall,None,THE QUEENSWAY,THE EAST MALL,None,None,None,Etobicoke York,Etobicoke-Lakeshore(3),None,None,None,22,None,None,2017-10-06T00:00:00,"{""coordinates"": [[-79.5462869918465, 43.6164190042953]], ""type"": ""MultiPoint""}"
99,13460975,St Clair Ave W,Spadina Rd,99,99,99,ST CLAIR AVE W,SPADINA RD,6112,0479,St Clair Ave W And Spadina Rd,None,ST CLAIR AVE W,SPADINA RD,None,None,None,Toronto and East York,Toronto-St. Paul's(12),None,None,None,13,53,None,2017-07-14T00:00:00,"{""coordinates"": [[-79.4111690060153, 43.6846250039646]], ""type"": ""MultiPoint""}"
100,13447779,Dufferin St,Finch Ave W,100,100,100,DUFFERIN ST,FINCH AVE W,6113,0618,Dufferin St And Finch Ave W,None,DUFFERIN ST,FINCH AVE W,None,None,None,North York,York Centre(6),None,None,None,32,None,None,2017-06-05T00:00:00,"{""coordinates"": [[-79.4669269987134, 43.7688520057869]], ""type"": ""MultiPoint""}"
101,13469914,Islington Ave,Evans Ave,101,101,101,ISLINGTON AVE,EVANS AVE,6114,0775,Islington Ave And Evans Ave,None,ISLINGTON AVE,EVANS AVE,None,None,None,Etobicoke York,Etobicoke-Lakeshore(3),None,None,None,22,None,None,2017-06-05T00:00:00,"{""coordinates"": [[-79.5113280068698, 43.6183930020751]], ""type"": ""MultiPoint""}"
102,13463137,Eglinton Ave W,Martin Grove Rd,102,102,102,EGLINTON AVE W,MARTIN GROVE RD,6115,0786,Eglinton Ave W And Martin Grove Rd,None,EGLINTON AVE W,MARTIN GROVE RD,None,None,None,Etobicoke York,Etobicoke North(1),Etobicoke Centre(2),None,None,23,22,None,2017-07-10T00:00:00,"{""coordinates"": [[-79.5631760034985, 43.6744770028432]], ""type"": ""MultiPoint""}"
103,13442866,Finch Ave E,Brimley Rd,103,103,103,FINCH AVE E,BRIMLEY RD,6116,1178,Finch Ave E And Brimley Rd,None,FINCH AVE E,BRIMLEY RD,None,None,None,Scarborough,Scarborough North(23),None,None,None,42,None,None,2017-03-10T00:00:00,"{""coordinates"": [[-79.2773999905335, 43.8057060076328]], ""type"": ""MultiPoint""}"
104,13468970,Lake Shore Blvd W,Jameson Ave,104,104,104,LAKE SHORE BLVD W,JAMESON AVE,6117,0224,Lake Shore Blvd W And Jameson Ave,None,LAKE SHORE BLVD W,JAMESON AVE,None,None,None,Toronto and East York,Parkdale-High Park(4),None,None,None,14,None,None,2017-07-10T00:00:00,"{""coordinates"": [[-79.4345630018802, 43.6333410037216]], ""type"": ""MultiPoint""}"
105,13452053,Eglinton Ave E,Danforth Rd,105,105,105,EGLINTON AVE E,DANFORTH RD,6118,0379,Eglinton Ave E And Danforth Rd,None,EGLINTON AVE E,DANFORTH RD,None,None,None,Scarborough,Scarborough Centre(21),Scarborough Southwest(20),None,None,43,None,None,2017-03-10T00:00:00,"{""coordinates"": [[-79.2461639921163, 43.7370970034513]], ""type"": ""MultiPoint""}"
106,13442522,Neilson Rd,McLevin Ave,106,106,106,NEILSON RD,MCLEVIN AVE,6119,1339,Neilson Rd And Mclevin Ave,None,NEILSON RD,MCLEVIN AVE,None,None,None,Scarborough,Scarborough North(23),Scarborough-Rouge Park(25),None,None,42,None,None,2017-06-05T00:00:00,"{""coordinates"": [[-79.2216579986745, 43.8091730021276]], ""type"": ""MultiPoint""}"
107,13467394,Simcoe St,Wellington St W,107,107,107,SIMCOE ST,WELLINGTON ST W,6120,0264,Simcoe St And Wellington St W,None,SIMCOE ST,WELLINGTON ST W,None,None,None,Toronto and East York,Spadina-Fort York(10),None,None,None,52,None,None,2017-08-08T00:00:00,"{""coordinates"": [[-79.3855610005702, 43.6460530112796]], ""type"": ""MultiPoint""}"
108,13448840,Jane St,Stong Crt,108,108,108,JANE ST,STONG CRT,6121,0972,Jane St And Stong Crt / York Gate Blvd,None,JANE ST,STONG CRT,YORK GATE BLVD,None,None,Etobicoke York,Humber River-Black Creek(7),None,None,None,31,None,None,2017-10-20T00:00:00,"{""coordinates"": [[-79.518821999491, 43.7619170059083]], ""type"": ""MultiPoint""}"
109,13446514,Ellesmere Rd,Bellamy Rd N,109,109,109,ELLESMERE RD,BELLAMY RD N,6122,0700,Ellesmere Rd And Bellamy Rd N,None,ELLESMERE RD,BELLAMY RD N,None,None,None,Scarborough,Scarborough-Guildwood(24),None,None,None,43,None,None,2017-03-10T00:00:00,"{""coordinates"": [[-79.2417590066978, 43.7743339999482]], ""type"": ""MultiPoint""}"
110,13450163,Lawrence Ave E,Kennedy Rd,110,110,110,LAWRENCE AVE E,KENNEDY RD,6123,0412,Lawrence Ave E And Kennedy Rd,None,LAWRENCE AVE E,KENNEDY RD,None,None,None,Scarborough,Scarborough Centre(21),None,None,None,41,None,None,2017-03-10T00:00:00,"{""coordinates"": [[-79.2749340070665, 43.7494969990726]], ""type"": ""MultiPoint""}"
111,13454488,Warden Ave,Comstock Rd,111,111,111,WARDEN AVE,COMSTOCK RD,6124,0690,Warden Ave And Comstock Rd,None,WARDEN AVE,COMSTOCK RD,None,None,None,Scarborough,Scarborough Southwest(20),None,None,None,41,None,None,2017-03-10T00:00:00,"{""coordinates"": [[-79.2849930048744, 43.7215320000156]], ""type"": ""MultiPoint""}"
112,13443955,Sheppard Ave E,Malvern St,112,112,112,SHEPPARD AVE E,MALVERN ST,6125,1568,Sheppard Ave E And Malvern St / Progress Ave,None,SHEPPARD AVE E,MALVERN ST,PROGRESS AVE,None,None,Scarborough,Scarborough North(23),None,None,None,42,None,None,2017-05-03T00:00:00,"{""coordinates"": [[-79.2349310078247, 43.7946620094042]], ""type"": ""MultiPoint""}"
113,13456668,Rexdale Blvd,Kipling Ave,113,113,113,REXDALE BLVD,KIPLING AVE,6126,0732,Rexdale Blvd And Kipling Ave,None,REXDALE BLVD,KIPLING AVE,None,None,None,Etobicoke York,Etobicoke North(1),None,None,None,23,None,None,2017-10-20T00:00:00,"{""coordinates"": [[-79.5667019990785, 43.7117030085107]], ""type"": ""MultiPoint""}"
114,13458367,Weston Rd,Lawrence Ave W,114,114,114,WESTON RD,LAWRENCE AVE W,6127,0431,Weston Rd And Lawrence Ave W,None,WESTON RD,LAWRENCE AVE W,None,None,None,Etobicoke York,York South-Weston(5),None,None,None,12,None,None,2017-10-20T00:00:00,"{""coordinates"": [[-79.5162009996174, 43.7001579982337]], ""type"": ""MultiPoint""}"
115,13452733,Islington Ave,Albion Rd,115,115,115,ISLINGTON AVE,ALBION RD,6128,0717,Islington Ave And Albion Rd,None,ISLINGTON AVE,ALBION RD,None,None,None,Etobicoke York,Etobicoke North(1),None,None,None,23,None,None,2017-06-19T00:00:00,"{""coordinates"": [[-79.5653050069778, 43.7372359965559]], ""type"": ""MultiPoint""}"
116,,None,None,116,116,116,YONGE ST,STEELES AVE,6130,0131,Yonge St And Steeles Ave,None,YONGE ST,STEELES AVE,None,None,None,North York,Willowdale(18),None,None,None,32,None,None,2017-08-11T00:00:00,"{""coordinates"": [[-79.4200839983511, 43.7979990068179]], ""type"": ""MultiPoint""}"
117,13463893,St Clair Ave W,Runnymede Rd,117,117,117,ST CLAIR AVE W,RUNNYMEDE RD,6131,0494,St Clair Ave W And Runnymede Rd,None,ST CLAIR AVE W,RUNNYMEDE RD,None,None,None,Etobicoke York,York South-Weston(5),None,None,None,12,11,None,2017-08-11T00:00:00,"{""coordinates"": [[-79.4835639906144, 43.6689929996743]], ""type"": ""MultiPoint""}"
118,13453141,Warden Ave,Ashtonbee Rd,118,118,118,WARDEN AVE,ASHTONBEE RD,6132,1377,Warden Ave And Ashtonbee Rd,None,WARDEN AVE,ASHTONBEE RD,None,None,None,Scarborough,Scarborough Centre(21),None,None,None,41,None,None,2017-03-13T00:00:00,"{""coordinates"": [[-79.2887619943645, 43.7307110016848]], ""type"": ""MultiPoint""}"
119,13456952,Keele St,Lawrence Ave W,119,119,119,KEELE ST,LAWRENCE AVE W,6134,0428,Keele St And Lawrence Ave W,None,KEELE ST,LAWRENCE AVE W,None,None,None,Etobicoke York,York South-Weston(5),None,None,None,12,None,None,2017-08-11T00:00:00,"{""coordinates"": [[-79.4780619980855, 43.7086590072417]], ""type"": ""MultiPoint""}"
120,13442651,Birchmount Rd,McNicoll Ave,120,120,120,BIRCHMOUNT RD,MCNICOLL AVE,6135,1413,Birchmount Rd And Mcnicoll Ave,None,BIRCHMOUNT RD,MCNICOLL AVE,None,None,None,Scarborough,Scarborough-Agincourt(22),None,None,None,42,None,None,2017-08-11T00:00:00,"{""coordinates"": [[-79.3111679978823, 43.8086369998735]], ""type"": ""MultiPoint""}"
121,13442502,Finch Ave E,Middlefield Rd,121,121,121,FINCH AVE E,MIDDLEFIELD RD,6136,1431,Finch Ave E And Middlefield Rd,None,FINCH AVE E,MIDDLEFIELD RD,None,None,None,Scarborough,Scarborough North(23),None,None,None,42,None,None,2017-03-24T00:00:00,"{""coordinates"": [[-79.2576989968394, 43.8098879984202]], ""type"": ""MultiPoint""}"
122,13459022,Dixon Rd,Islington Ave,122,122,122,DIXON RD,ISLINGTON AVE,6137,0434,Dixon Rd And Islington Ave,None,DIXON RD,ISLINGTON AVE,None,None,None,Etobicoke York,Etobicoke North(1),Etobicoke Centre(2),None,None,23,None,None,2017-12-19T00:00:00,"{""coordinates"": [[-79.5467310031199, 43.6970490024325]], ""type"": ""MultiPoint""}"
123,13468134,Spadina Ave,Bremner Blvd,123,123,123,SPADINA AVE,BREMNER BLVD,6138,1579,Spadina Ave And Bremner Blvd / Fort York Blvd,None,SPADINA AVE,BREMNER BLVD,FORT YORK BLVD,None,None,Toronto and East York,Spadina-Fort York(10),None,None,None,14,52,None,2017-09-28T00:00:00,"{""coordinates"": [[-79.393004001533, 43.6405620021071]], ""type"": ""MultiPoint""}"
124,13469508,The Queensway,Royal York Rd,124,124,124,THE QUEENSWAY,ROYAL YORK RD,6139,0565,The Queensway And Royal York Rd,None,THE QUEENSWAY,ROYAL YORK RD,None,None,None,Etobicoke York,Etobicoke-Lakeshore(3),None,None,None,22,None,None,2017-06-05T00:00:00,"{""coordinates"": [[-79.5026320022918, 43.6263360042642]], ""type"": ""MultiPoint""}"
125,13468803,Lake Shore Blvd W,Strachan Ave,125,125,125,LAKE SHORE BLVD W,STRACHAN AVE,6140,0222,Lake Shore Blvd W And Strachan Ave / Remembrance Dr,None,LAKE SHORE BLVD W,STRACHAN AVE,REMEMBRANCE DR,None,None,Toronto and East York,Spadina-Fort York(10),None,None,None,14,None,None,2017-10-06T00:00:00,"{""coordinates"": [[-79.4087450089457, 43.6344420021957]], ""type"": ""MultiPoint""}"
126,13448547,Lawrence Ave E,Markham Rd,126,126,126,LAWRENCE AVE E,MARKHAM RD,6141,0420,Lawrence Ave E And Markham Rd,None,LAWRENCE AVE E,MARKHAM RD,None,None,None,Scarborough,Scarborough-Guildwood(24),None,None,None,43,None,None,2017-03-24T00:00:00,"{""coordinates"": [[-79.2253240008177, 43.7598219974576]], ""type"": ""MultiPoint""}"
127,13455910,Jane St,Falstaff Ave,127,127,127,JANE ST,FALSTAFF AVE,6142,0531,Jane St And Falstaff Ave / Gordon Mackay Rd,None,JANE ST,FALSTAFF AVE,GORDON MACKAY RD,None,None,Etobicoke York,York South-Weston(5),None,None,None,12,None,None,2017-10-20T00:00:00,"{""coordinates"": [[-79.507223997328, 43.7154560102381]], ""type"": ""MultiPoint""}"
128,13454662,Avenue Rd,Lawrence Ave W,128,128,128,AVENUE RD,LAWRENCE AVE W,6143,0119,Avenue Rd And Lawrence Ave W,None,AVENUE RD,LAWRENCE AVE W,None,None,None,North York,Eglinton-Lawrence(8),None,None,None,32,53,None,2017-03-14T00:00:00,"{""coordinates"": [[-79.4156090060983, 43.7222550020132]], ""type"": ""MultiPoint""}"
129,13443081,Pharmacy Ave,McNicoll Ave,129,129,129,PHARMACY AVE,MCNICOLL AVE,6145,1241,Pharmacy Ave And Mcnicoll Ave,None,PHARMACY AVE,MCNICOLL AVE,None,None,None,Scarborough,Scarborough-Agincourt(22),None,None,None,42,None,None,2017-03-24T00:00:00,"{""coordinates"": [[-79.330734002608, 43.8041220005354]], ""type"": ""MultiPoint""}"
130,13445553,Markham Rd,Progress Ave,130,130,130,MARKHAM RD,PROGRESS AVE,6146,0878,Markham Rd And Progress Ave,None,MARKHAM RD,PROGRESS AVE,None,None,None,Scarborough,Scarborough-Guildwood(24),None,None,None,43,None,None,2017-08-11T00:00:00,"{""coordinates"": [[-79.2338900025899, 43.7817459980457]], ""type"": ""MultiPoint""}"
131,13444062,Markham Rd,Sheppard Ave E,131,131,131,MARKHAM RD,SHEPPARD AVE E,6147,0701,Markham Rd And Sheppard Ave E,None,MARKHAM RD,SHEPPARD AVE E,None,None,None,Scarborough,Scarborough North(23),None,None,None,42,None,None,2017-04-11T00:00:00,"{""coordinates"": [[-79.2387520051422, 43.7938690047402]], ""type"": ""MultiPoint""}"
132,13445096,Don Mills Rd,Van Horne Ave,132,132,132,DON MILLS RD,VAN HORNE AVE,6148,0628,Don Mills Rd And Van Horne Ave,None,DON MILLS RD,VAN HORNE AVE,None,None,None,North York,Don Valley North(17),None,None,None,33,None,None,2017-07-10T00:00:00,"{""coordinates"": [[-79.3530289956111, 43.7873450079363]], ""type"": ""MultiPoint""}"
133,13443095,Sheppard Ave E,Morningside Ave,133,133,133,SHEPPARD AVE E,MORNINGSIDE AVE,6149,1108,Sheppard Ave E And Morningside Ave,None,SHEPPARD AVE E,MORNINGSIDE AVE,None,None,None,Scarborough,Scarborough-Rouge Park(25),None,None,None,42,None,None,2017-03-10T00:00:00,"{""coordinates"": [[-79.1997710048694, 43.8019740056559]], ""type"": ""MultiPoint""}"
134,13443245,Morningside Ave,Milner Ave,134,134,134,MORNINGSIDE AVE,MILNER AVE,6150,1584,Morningside Ave And Milner Ave,None,MORNINGSIDE AVE,MILNER AVE,None,None,None,Scarborough,Scarborough-Rouge Park(25),None,None,None,42,None,None,2017-03-10T00:00:00,"{""coordinates"": [[-79.1990800062785, 43.8002799962731]], ""type"": ""MultiPoint""}"
135,13442363,Kennedy Rd,McNicoll Ave,135,135,135,KENNEDY RD,MCNICOLL AVE,6152,1586,Kennedy Rd And Mcnicoll Ave,None,KENNEDY RD,MCNICOLL AVE,None,None,None,Scarborough,Scarborough-Agincourt(22),None,None,None,42,None,None,2017-09-28T00:00:00,"{""coordinates"": [[-79.3019450092272, 43.8121360060908]], ""type"": ""MultiPoint""}"
136,13446212,Markham Rd,Ellesmere Rd,136,136,136,MARKHAM RD,ELLESMERE RD,6153,0702,Markham Rd And Ellesmere Rd,None,MARKHAM RD,ELLESMERE RD,None,None,None,Scarborough,Scarborough-Guildwood(24),None,None,None,43,None,None,2018-02-16T00:00:00,"{""coordinates"": [[-79.2317560025442, 43.7764360086941]], ""type"": ""MultiPoint""}"
137,13466139,Bloor St W,Keele St,137,137,137,BLOOR ST W,KEELE ST,6154,0328,Bloor St W And Keele St / Parkside Dr,None,BLOOR ST W,KEELE ST,PARKSIDE DR,None,None,Toronto and East York,Parkdale-High Park(4),None,None,None,11,None,None,2018-09-05T00:00:00,"{""coordinates"": [[-79.4600479973423, 43.6547070009503]], ""type"": ""MultiPoint""}"
138,13461355,Eglinton Ave W,Scarlett Rd,138,138,138,EGLINTON AVE W,SCARLETT RD,6155,0784,Eglinton Ave W And Scarlett Rd,None,EGLINTON AVE W,SCARLETT RD,None,None,None,Etobicoke York,Etobicoke Centre(2),None,None,None,23,22,None,2019-06-03T00:00:00,"{""coordinates"": [[-79.5114570043453, 43.6839620012534]], ""type"": ""MultiPoint""}"
139,13445306,Steeles Ave W,Dufferin St,139,139,139,STEELES AVE W,DUFFERIN ST,6156,0619,Steeles Ave W And Dufferin St,None,STEELES AVE W,DUFFERIN ST,None,None,None,North York,York Centre(6),None,None,None,32,None,None,2018-09-05T00:00:00,"{""coordinates"": [[-79.4700889909467, 43.7872830028842]], ""type"": ""MultiPoint""}"
140,13463882,Dufferin St,Dupont St,140,140,140,DUFFERIN ST,DUPONT ST,6157,0608,Dufferin St And Dupont St,None,DUFFERIN ST,DUPONT ST,None,None,None,Toronto and East York,Davenport(9),None,None,None,11,14,None,2018-11-28T00:00:00,"{""coordinates"": [[-79.4390350096527, 43.6684640112994]], ""type"": ""MultiPoint""}"
141,13467841,Bloor St W,Islington Ave,141,141,141,BLOOR ST W,ISLINGTON AVE,6158,0339,Bloor St W And Islington Ave,None,BLOOR ST W,ISLINGTON AVE,None,None,None,Etobicoke York,Etobicoke-Lakeshore(3),None,None,None,22,None,None,2018-11-28T00:00:00,"{""coordinates"": [[-79.5234379984697, 43.6446480024837]], ""type"": ""MultiPoint""}"
142,,None,None,142,142,142,STEELES AVE W,HIGHWAY 27,6159,1793,Steeles Ave W And Highway 27,None,STEELES AVE W,HIGHWAY 27,None,None,None,Etobicoke York,Etobicoke North(1),None,None,None,23,None,None,2019-03-01T00:00:00,"{""coordinates"": [[-79.6140899949954, 43.7554540002572]], ""type"": ""MultiPoint""}"
143,13446608,Sheppard Ave E,Don Mills Rd,143,143,143,SHEPPARD AVE E,DON MILLS RD,6160,0627,Sheppard Ave E And Don Mills Rd,None,SHEPPARD AVE E,DON MILLS RD,None,None,None,North York,Don Valley North(17),None,None,None,33,None,None,2019-09-19T00:00:00,"{""coordinates"": [[-79.347040002097, 43.7751070040083]], ""type"": ""MultiPoint""}"
144,13447608,Steeles Ave W,Signet Dr,144,144,144,STEELES AVE W,SIGNET DR,6161,1232,Steeles Ave W And Signet Dr / Old Weston Rd,None,STEELES AVE W,SIGNET DR,OLD WESTON RD,None,None,Etobicoke York,Humber River-Black Creek(7),None,None,None,31,None,None,2019-06-03T00:00:00,"{""coordinates"": [[-79.5434480009718, 43.7709200085331]], ""type"": ""MultiPoint""}"
145,13445476,Kennedy Rd,Sheppard Ave E,145,145,145,KENNEDY RD,SHEPPARD AVE E,6162,0752,Kennedy Rd And Sheppard Ave E,None,KENNEDY RD,SHEPPARD AVE E,None,None,None,Scarborough,Scarborough-Agincourt(22),None,None,None,42,None,None,2020-05-27T00:00:00,"{""coordinates"": [[-79.2882629959488, 43.7832860020415]], ""type"": ""MultiPoint""}"
146,13461868,Bathurst St,Nina St,146,146,146,BATHURST ST,NINA ST,6163,0306,Bathurst St And Nina St,None,BATHURST ST,NINA ST,None,None,None,Toronto and East York,Toronto-St. Paul's(12),None,None,None,13,None,None,2020-12-03T00:00:00,"{""coordinates"": [[-79.4169819991952, 43.6798239968693]], ""type"": ""MultiPoint""}"
147,13444657,Finch Ave E,Liszt Gt,147,147,147,FINCH AVE E,LISZT GT,6164,1861,Finch Ave E And Liszt Gt / Trudy Rd,None,FINCH AVE E,LISZT GT,TRUDY RD,None,None,North York,Don Valley North(17),None,None,None,33,None,None,2024-03-01T00:00:00,"{""coordinates"": [[-79.3630760018579, 43.7908339966093]], ""type"": ""MultiPoint""}"
148,13442145,Warden Ave,Bamburgh Crcl,148,148,148,WARDEN AVE,BAMBURGH CRCL,6165,1490,Warden Ave And Bamburgh Crcl,NORTH INTERSECTION,WARDEN AVE,BAMBURGH CRCL,None,None,None,Scarborough,Scarborough-Agincourt(22),None,None,None,42,None,None,2024-03-01T00:00:00,"{""coordinates"": [[-79.3245550002299, 43.816198999522]], ""type"": ""MultiPoint""}"
149,13458353,Avenue Rd,Chaplin Cres,149,149,149,AVENUE RD,CHAPLIN CRES,6166,0116,Avenue Rd And Chaplin Cres,None,AVENUE RD,CHAPLIN CRES,None,None,None,Toronto and East York,Toronto-St. Paul's(12),None,None,None,53,None,None,2022-05-19T00:00:00,"{""coordinates"": [[-79.4061560052234, 43.6987780017931]], ""type"": ""MultiPoint""}"
150,13443575,Brimley Rd,Huntingwood Dr,150,150,150,BRIMLEY RD,HUNTINGWOOD DR,6167,1170,Brimley Rd And Huntingwood Dr,None,BRIMLEY RD,HUNTINGWOOD DR,None,None,None,Scarborough,Scarborough North(23),None,None,None,42,None,None,2021-04-07T00:00:00,"{""coordinates"": [[-79.2733659976785, 43.7984070025272]], ""type"": ""MultiPoint""}"
151,13446436,Brimley Rd,Progress Ave,151,151,151,BRIMLEY RD,PROGRESS AVE,6168,1072,Brimley Rd And Progress Ave,None,BRIMLEY RD,PROGRESS AVE,None,None,None,Scarborough,Scarborough Centre(21),None,None,None,41,43,None,2021-05-27T00:00:00,"{""coordinates"": [[-79.2631830057711, 43.7752810004707]], ""type"": ""MultiPoint""}"
152,13448254,Lawrence Ave E,Scarborough Golf Club Rd,152,152,152,LAWRENCE AVE E,SCARBOROUGH GOLF CLUB RD,6170,0397,Lawrence Ave E And Scarborough Golf Club Rd,None,LAWRENCE AVE E,SCARBOROUGH GOLF CLUB RD,None,None,None,Scarborough,Scarborough-Guildwood(24),None,None,None,43,None,None,2021-05-14T00:00:00,"{""coordinates"": [[-79.2158379985684, 43.7618520036741]], ""type"": ""MultiPoint""}"
153,13441620,Steeles Ave E,Markham Rd,153,153,153,STEELES AVE E,MARKHAM RD,6171,1583,Steeles Ave E And Markham Rd,None,STEELES AVE E,MARKHAM RD,None,None,None,Scarborough,Scarborough North(23),None,None,None,42,None,None,2021-06-30T00:00:00,"{""coordinates"": [[-79.2511890036955, 43.8365980058072]], ""type"": ""MultiPoint""}"
154,13444609,Steeles Ave W,Bathurst St,154,154,154,STEELES AVE W,BATHURST ST,6172,0678,Steeles Ave W And Bathurst St,None,STEELES AVE W,BATHURST ST,None,None,None,North York,York Centre(6),Willowdale(18),None,None,32,None,None,2021-12-29T00:00:00,"{""coordinates"": [[-79.4457550064858, 43.7924070075576]], ""type"": ""MultiPoint""}"
155,13468144,Strachan Ave,Wellington St W,155,155,155,STRACHAN AVE,WELLINGTON ST W,6173,2403,Strachan Ave And Wellington St W / Douro St,None,STRACHAN AVE,WELLINGTON ST W,DOURO ST,None,None,Toronto and East York,Spadina-Fort York(10),None,None,None,14,None,None,2021-06-21T00:00:00,"{""coordinates"": [[-79.4114689982727, 43.6407580008455]], ""type"": ""MultiPoint""}"
156,13465166,University Ave,College St,156,156,156,UNIVERSITY AVE,COLLEGE ST,6174,0083,University Ave And College St,None,UNIVERSITY AVE,COLLEGE ST,None,None,None,Toronto and East York,University-Rosedale(11),None,None,None,52,None,None,2021-10-21T00:00:00,"{""coordinates"": [[-79.3904940096713, 43.6598580027362]], ""type"": ""MultiPoint""}"
157,13465980,University Ave,Dundas St W,157,157,157,UNIVERSITY AVE,DUNDAS ST W,6175,0081,University Ave And Dundas St W,None,UNIVERSITY AVE,DUNDAS ST W,None,None,None,Toronto and East York,University-Rosedale(11),Spadina-Fort York(10),None,None,52,None,None,2021-06-21T00:00:00,"{""coordinates"": [[-79.3883140021352, 43.6547900061355]], ""type"": ""MultiPoint""}"
158,13448519,Warden Ave,Ellesmere Rd,158,158,158,WARDEN AVE,ELLESMERE RD,6176,0694,Warden Ave And Ellesmere Rd,None,WARDEN AVE,ELLESMERE RD,None,None,None,Scarborough,Scarborough Centre(21),None,None,None,41,None,None,2021-06-11T00:00:00,"{""coordinates"": [[-79.3007509906093, 43.7611930035096]], ""type"": ""MultiPoint""}"
159,13443314,Warden Ave,Bridletowne Crcl,159,159,159,WARDEN AVE,BRIDLETOWNE CRCL,6177,1217,Warden Ave And Bridletowne Crcl,SOUTH INTERSECTION,WARDEN AVE,BRIDLETOWNE CRCL,None,None,None,Scarborough,Scarborough-Agincourt(22),None,None,None,42,None,None,2021-12-16T00:00:00,"{""coordinates"": [[-79.3138820071934, 43.7921790026872]], ""type"": ""MultiPoint""}"
160,13445655,Willowdale Ave,Bishop Ave,160,160,160,WILLOWDALE AVE,BISHOP AVE,6178,1640,Willowdale Ave And Bishop Ave,None,WILLOWDALE AVE,BISHOP AVE,None,None,None,North York,Willowdale(18),None,None,None,32,None,None,2021-04-07T00:00:00,"{""coordinates"": [[-79.4078709998587, 43.7834400045557]], ""type"": ""MultiPoint""}"
161,13442003,Steeles Ave E,Warden Ave,161,161,161,STEELES AVE E,WARDEN AVE,6179,1191,Steeles Ave E And Warden Ave,None,STEELES AVE E,WARDEN AVE,None,None,None,Scarborough,Scarborough-Agincourt(22),None,None,None,42,None,None,2022-09-16T00:00:00,"{""coordinates"": [[-79.3244359888069, 43.8196309971474]], ""type"": ""MultiPoint""}"
162,13445027,Cummer Ave,Willowdale Ave,162,162,162,CUMMER AVE,WILLOWDALE AVE,6180,0806,Cummer Ave And Willowdale Ave,None,CUMMER AVE,WILLOWDALE AVE,None,None,None,North York,Willowdale(18),None,None,None,32,None,None,2021-05-25T00:00:00,"{""coordinates"": [[-79.409916994778, 43.7886630024238]], ""type"": ""MultiPoint""}"
163,13446551,Sheppard Ave E,Victoria Park Ave,163,163,163,SHEPPARD AVE E,VICTORIA PARK AVE,6181,0748,Sheppard Ave E And Victoria Park Ave,None,SHEPPARD AVE E,VICTORIA PARK AVE,None,None,None,North York,Don Valley North(17),Scarborough-Agincourt(22),None,None,33,42,None,2021-05-27T00:00:00,"{""coordinates"": [[-79.3230170005675, 43.7752440086096]], ""type"": ""MultiPoint""}"
